qseqid,best_evalue_cecidomyiid,best_bitscore_cecidomyiid,best_hit_cecidomyiid,best_pident_cecidomyiid,best_evalue_sciarid,best_bitscore_sciarid,best_hit_sciarid,best_pident_sciarid,best_evalue_outgroup,best_bitscore_outgroup,best_hit_outgroup,best_pident_outgroup,alien_index,bitscore_diff_cec_minus_sci,outgroup_flag,interpretation
g16848.t1,0.0,1049.0,g4226.t2,92.948,7.36e-06,45.8,s14973.t1,56.757,3.11e-172,504.0,ref|XP_307884.3|,48.227,448.69756797358565,1003.2,ok,cecidomyiid-like
g2906.t1,0.0,1804.0,g14085.t5,90.036,6.31e-06,50.1,s7172.t1,33.333,7.52e-73,266.0,ref|XP_061497632.1|,38.739,448.543643717398,1753.9,ok,cecidomyiid-like
g2906.t2,0.0,1761.0,g14085.t2,88.0,6.1e-06,50.1,s7172.t1,33.333,3.5000000000000004e-73,267.0,ref|XP_061497647.1|,38.739,448.50979681202415,1710.9,ok,cecidomyiid-like
g3360.t1,0.0,580.0,g10039.t2,74.752,5.71e-06,48.5,s941.t1,33.333,0.000473,43.5,ref|XP_061515868.1|,24.51,448.4437270645128,531.5,ok,cecidomyiid-like
g5408.t1,0.0,1206.0,g14071.t2,82.793,4.73e-06,49.7,s6533.t1,33.708,0.0,604.0,ref|XP_310930.5|,68.473,448.2554332433487,1156.3,ok,cecidomyiid-like
g7398.t1,0.0,1345.0,g7159.t4,84.238,4.23e-06,50.4,s8827.t1,24.797,0.0,899.0,ref|XP_061500317.1|,88.565,448.14371003390306,1294.6,ok,cecidomyiid-like
g7398.t2,0.0,1333.0,g7159.t3,84.465,4e-06,50.4,s8827.t1,24.797,0.0,901.0,ref|XP_321324.2|,89.852,448.0878024019648,1282.6,ok,cecidomyiid-like
g2212.t3,0.0,614.0,g14111.t3,88.554,2.68e-06,48.9,s16629.t1,21.519,7.04e-112,358.0,ref|XP_061501913.1|,56.075,447.68732483536763,565.1,ok,cecidomyiid-like
g2522.t2,0.0,786.0,g13038.t2,66.448,1.99e-06,51.2,s16765.t1,33.908,1.2e-25,113.0,ref|XP_061496791.1|,33.594,447.3896426795813,734.8,ok,cecidomyiid-like
g10710.t1,0.0,556.0,g13510.t2,81.459,1.62e-06,48.9,s9250.t1,29.412,8.22e-59,198.0,ref|XP_061500697.1|,39.458,447.1839341900892,507.1,ok,cecidomyiid-like
g17603.t1,0.0,962.0,g7917.t2,68.452,1.51e-06,51.2,s3750.t1,21.309,4.54e-16,83.2,ref|XP_316978.5|,22.981,447.1136176916717,910.8,ok,cecidomyiid-like
g7000.t1,0.0,602.0,g4200.t2,85.156,1.35e-06,49.3,s14915.t1,26.772,6.99e-09,57.8,ref|XP_061513236.1|,35.106,447.0016126332952,552.7,ok,cecidomyiid-like
g7398.t3,0.0,1325.0,g7159.t3,84.465,1.24e-06,51.6,s8827.t1,24.797,0.0,896.0,ref|XP_321324.2|,89.852,446.9166194204618,1273.4,ok,cecidomyiid-like
g19675.t1,0.0,889.0,g9258.t3,62.432,1.04e-06,52.4,s10469.t1,30.882,0.49,35.0,ref|XP_061497752.1|,46.429,446.74072875399816,836.6,ok,cecidomyiid-like
g5813.t1,0.0,590.0,g8984.t2,66.231,8.95e-07,50.8,s4454.t1,25.405,8.48e-05,45.8,ref|XP_321878.4|,24.324,446.5905764801376,539.2,ok,cecidomyiid-like
g10217.t1,0.0,729.0,g11300.t1,48.62,4.47e-07,53.1,s576.t1,29.63,6.29e-10,63.9,ref|XP_061513521.1|,31.884,445.8963113564763,675.9,ok,cecidomyiid-like
g10716.t1,0.0,714.0,g13512.t2,66.259,2.48e-07,51.2,s16480.t1,27.311,3.9699999999999994e-34,139.0,ref|XP_061515157.1|,26.895,445.3071815080277,662.8,ok,cecidomyiid-like
g4396.t1,0.0,1192.0,g7907.t2,77.045,2.38e-07,54.3,s16011.t1,26.866,6.05e-113,377.0,ref|XP_061512625.1|,47.301,445.26602343553424,1137.7,ok,cecidomyiid-like
g15406.t1,0.0,510.0,g4726.t1,67.493,2.02e-07,52.0,s11200.t1,22.254,2.63e-08,55.8,ref|XP_061497974.1|,23.659,445.10202045926394,458.0,ok,cecidomyiid-like
g2810.t1,0.0,951.0,g12916.t2,60.024,8.18e-08,55.8,s2305.t1,21.463,2.46e-14,77.8,ref|XP_556492.2|,24.484,444.1980300054714,895.2,ok,cecidomyiid-like
g9932.t1,0.0,978.0,g9863.t2,77.667,7.32e-08,53.9,s13528.t1,28.777,0.0,736.0,ref|XP_061499653.1|,59.235,444.08694818283004,924.1,ok,cecidomyiid-like
g4375.t1,0.0,1096.0,g7894.t2,75.746,6.62e-08,56.2,s12806.t3,54.348,1.14e-27,121.0,ref|XP_061516667.1|,71.901,443.9864332248057,1039.8,ok,cecidomyiid-like
g6447.t1,0.0,523.0,g1304.t1,70.065,5.69e-08,54.3,s11234.t1,28.959,9.2,29.6,ref|XP_061513602.1|,41.86,443.835048102995,468.7,ok,cecidomyiid-like
g8430.t1,0.0,640.0,g7159.t4,71.053,2.9e-08,55.8,s8827.t1,22.759,0.0,627.0,ref|XP_061500317.1|,72.185,443.16104859184924,584.2,check_conservation,cecidomyiid-like
g5845.t1,0.0,895.0,g9247.t2,91.579,2.64e-08,56.2,s7825.t2,20.735,2.8300000000000002e-123,382.0,ref|XP_061512987.1|,39.228,443.067116772015,838.8,ok,cecidomyiid-like
g3258.t1,0.0,1170.0,g10209.t2,88.389,1.84e-08,57.0,s2370.t1,22.222,2.18e-135,413.0,ref|XP_061512165.1|,40.489,442.7061034264777,1113.0,ok,cecidomyiid-like
g3258.t2,0.0,1155.0,g10209.t2,88.529,1.48e-08,57.4,s2370.t1,22.14,2.2599999999999998e-135,412.0,ref|XP_061512165.1|,40.489,442.48837994263283,1097.6,ok,cecidomyiid-like
g10329.t1,0.0,2472.0,g7907.t2,86.763,1.4e-08,59.3,s16011.t1,26.829,4.26e-140,477.0,ref|XP_061512625.1|,60.154,442.432810091478,2412.7,ok,cecidomyiid-like
g5845.t2,0.0,857.0,g9247.t3,91.611,1.32e-08,57.0,s7825.t2,20.735,2.3600000000000001e-125,385.0,ref|XP_552285.2|,41.342,442.3739695914551,800.0,ok,cecidomyiid-like
g17677.t1,0.0,541.0,g7002.t2,72.379,1.26e-08,56.6,s13483.t1,43.86,3.73e-22,99.4,ref|XP_061501027.1|,47.619,442.3274495758202,484.4,ok,cecidomyiid-like
g18665.t1,0.0,600.0,g4055.t1,47.489,7.42e-09,58.5,s759.t1,21.642,0.0,590.0,ref|XP_061513700.1|,47.522,441.79793181904205,541.5,check_conservation,cecidomyiid-like
g14036.t1,0.0,559.0,g5002.t2,70.663,3.58e-09,54.7,s2366.t1,34.737,2.51e-11,65.1,ref|XP_061509956.1|,25.926,441.06911556227533,504.3,ok,cecidomyiid-like
g2522.t1,0.0,840.0,g13038.t2,67.726,2.34e-09,56.6,s16188.t1,92.857,6.52e-33,136.0,ref|XP_061496791.1|,35.016,440.64390369123237,783.4,ok,cecidomyiid-like
g18520.t1,0.0,1026.0,g12810.t2,86.102,2.27e-09,59.7,s15038.t1,24.582,0.0,1026.0,ref|XP_061506775.1|,85.738,440.61353259335607,966.3,check_conservation,cecidomyiid-like
g5899.t1,0.0,3477.0,g10702.t2,91.35,2e-09,62.8,s707.t1,22.464,0.0,2547.0,ref|XP_308919.4|,67.105,440.48689994242267,3414.2,ok,cecidomyiid-like
g18520.t3,0.0,723.0,g12810.t2,93.13,1.58e-09,59.3,s13233.t1,25.121,0.0,704.0,ref|XP_061506775.1|,90.585,440.2511776089016,663.7,check_conservation,cecidomyiid-like
g3004.t1,0.0,2479.0,g13597.t2,81.724,1.38e-09,62.8,s8783.t4,34.118,8.45e-147,497.0,ref|XP_061497410.1|,66.759,440.11583626103186,2416.2,ok,cecidomyiid-like
g3004.t2,0.0,2481.0,g13597.t2,81.674,1.38e-09,62.8,s8783.t4,34.118,8.68e-147,497.0,ref|XP_061497410.1|,66.759,440.11583626103186,2418.2,ok,cecidomyiid-like
g8701.t1,0.0,957.0,g7464.t2,46.544,9.56e-10,63.2,s15139.t1,32.195,2.01e-06,53.5,ref|XP_001237516.4|,61.905,439.748755395932,893.8,ok,cecidomyiid-like
g2714.t1,0.0,572.0,g13352.t2,84.345,8.89e-10,59.3,s16626.t1,25.914,2.48e-134,384.0,ref|XP_318086.5|,57.792,439.6760947183945,512.7,ok,cecidomyiid-like
g7782.t1,0.0,1289.0,g7421.t2,78.292,6.78e-10,62.8,s6093.t1,28.058,2.8399999999999998e-42,168.0,ref|XP_061508799.1|,39.623,439.405144770821,1226.2,ok,cecidomyiid-like
g7793.t1,0.0,1286.0,g7421.t2,78.173,6.67e-10,62.8,s6093.t1,28.058,2.5299999999999996e-42,168.0,ref|XP_061508799.1|,39.623,439.38878752879623,1223.2,ok,cecidomyiid-like
g3023.t1,0.0,1137.0,g13587.t2,55.053,5.55e-10,63.5,s15745.t1,28.409,8.830000000000001e-32,135.0,ref|XP_560277.3|,35.088,439.20496559662706,1073.5,ok,cecidomyiid-like
g1613.t1,0.0,851.0,g11300.t1,46.234,1.93e-10,65.9,s576.t1,27.076,6.29e-10,65.5,ref|XP_317740.5|,33.18,438.1486876717855,785.1,ok,cecidomyiid-like
g13065.t1,0.0,719.0,g3954.t3,69.485,5.03e-11,60.8,s17159.t1,30.303,6.38e-145,420.0,ref|XP_317755.3|,62.575,436.8040025599863,658.2,ok,cecidomyiid-like
g13065.t2,0.0,738.0,g3954.t2,72.212,4.86e-11,60.8,s17159.t1,30.303,9.69e-153,439.0,ref|XP_317755.3|,66.771,436.76962101378706,677.2,ok,cecidomyiid-like
g4219.t1,0.0,640.0,g14407.t1,92.749,2.79e-11,66.6,s7609.t4,25.943,0.0,1088.0,ref|XP_061502195.1|,81.639,436.21462417170795,573.4,check_conservation,cecidomyiid-like
g16061.t1,0.0,655.0,g5022.t1,56.987,2.37e-11,66.6,s4763.t1,23.6,9.19e-08,56.2,ref|XP_061501780.1|,21.925,436.0514725310217,588.4,ok,cecidomyiid-like
g11493.t1,0.0,1078.0,g14170.t2,71.736,1.47e-11,67.8,s3688.t1,34.783,0.0,1097.0,ref|XP_309653.6|,71.39,435.5738449766653,1010.2,check_conservation,cecidomyiid-like
g11646.t2,0.0,1598.0,g12758.t3,75.188,8.85e-12,69.3,s6547.t2,44.286,0.0,775.0,ref|XP_061508822.1|,77.362,435.06641494190046,1528.7,ok,cecidomyiid-like
g4204.t1,0.0,1305.0,g9247.t2,88.017,7.25e-12,68.9,s7825.t2,20.429,0.0,550.0,ref|XP_061512987.1|,38.852,434.8669989517472,1236.1,ok,cecidomyiid-like
g6387.t1,0.0,700.0,g7432.t2,72.638,6.2e-12,67.8,s3989.t2,23.209,7.23e-10,62.4,ref|XP_061510244.1|,30.973,434.7105467749317,632.2,ok,cecidomyiid-like
g6174.t1,0.0,1117.0,g9863.t2,86.72,6.04e-12,66.6,s13528.t1,27.731,0.0,768.0,ref|XP_061499653.1|,62.248,434.68440149482734,1050.4,ok,cecidomyiid-like
g5806.t1,0.0,579.0,g8981.t3,82.558,4.79e-12,67.4,s7590.t3,44.578,1.23e-10,63.9,ref|XP_061498578.1|,55.769,434.45252789430344,511.6,ok,cecidomyiid-like
g6545.t1,0.0,531.0,g2095.t2,54.339,4.76e-12,67.4,s12193.t1,26.4,10.0,0.0,,,434.44624515112395,463.6,ok,cecidomyiid-like
g4204.t2,0.0,1253.0,g9247.t3,87.948,3.61e-12,69.7,s7825.t2,20.429,0.0,554.0,ref|XP_552285.2|,39.7,434.1697052552254,1183.3,ok,cecidomyiid-like
g16576.t1,0.0,981.0,g1458.t4,67.27,3.17e-12,69.7,s3917.t2,40.426,0.0,841.0,ref|XP_061503741.1|,58.702,434.0397290707698,911.3,check_conservation,cecidomyiid-like
g1307.t1,0.0,1464.0,g13269.t2,84.193,2.84e-12,68.9,s11182.t1,48.0,9.8e-13,71.6,ref|XP_321247.5|,45.946,433.92980153505374,1395.1,ok,cecidomyiid-like
g10496.t1,0.0,591.0,g5396.t2,52.577,2.77e-12,68.9,s16913.t1,22.995,1.62e-14,77.4,ref|XP_061513717.1|,21.768,433.90484480307987,522.1,ok,cecidomyiid-like
g3342.t1,0.0,981.0,g10054.t2,86.98,2.1e-12,69.7,s14358.t1,24.434,5.48e-09,59.7,ref|XP_061504267.1|,25.792,433.62793482761,911.3,ok,cecidomyiid-like
g18487.t1,0.0,1582.0,g6678.t6,74.144,1.23e-12,73.6,s14029.t3,39.241,1e-46,187.0,ref|XP_061509388.1|,87.629,433.0930116522649,1508.4,ok,cecidomyiid-like
g5989.t1,0.0,712.0,g11081.t1,57.423,1.12e-12,71.2,s14036.t1,22.3,1.82e-09,62.0,ref|XP_061499367.1|,23.755,432.9993261681876,640.8,ok,cecidomyiid-like
g11846.t1,0.0,828.0,g13269.t2,52.357,8.63e-13,70.5,s5070.t1,42.254,5.920000000000001e-163,506.0,ref|XP_312569.6|,65.963,432.7386568949819,757.5,ok,cecidomyiid-like
g7582.t1,0.0,600.0,g7094.t2,62.826,8.27e-13,70.1,s576.t1,24.101,1.8699999999999998e-45,170.0,ref|XP_061500323.1|,30.672,432.6960468989222,529.9,ok,cecidomyiid-like
g15885.t1,0.0,1686.0,g4090.t2,69.046,7.36e-13,72.8,s13234.t1,26.939,2.35e-60,228.0,ref|XP_061502814.1|,30.272,432.57947232262734,1613.2,ok,cecidomyiid-like
g17838.t1,0.0,1475.0,g11817.t4,59.287,4.11e-13,74.7,s5569.t2,32.016,5.02e-15,82.0,ref|XP_061500517.1|,63.889,431.9968354183947,1400.3,ok,cecidomyiid-like
g1523.t1,0.0,674.0,g13361.t2,80.653,3.55e-13,72.0,s14809.t1,35.484,7.83e-84,278.0,ref|XP_312847.6|,47.284,431.8503599933739,602.0,ok,cecidomyiid-like
g3906.t1,0.0,562.0,g9401.t2,65.737,3.18e-13,70.9,s8133.t1,25.656,7.79e-07,52.4,ref|XP_061506548.1|,20.44,431.74029358667866,491.1,ok,cecidomyiid-like
g2153.t1,0.0,635.0,g13949.t2,96.541,2.68e-13,69.3,s15898.t1,33.588,6.76e-09,56.2,ref|XP_061504065.1|,29.078,431.5692291844093,565.7,ok,cecidomyiid-like
g17406.t1,0.0,1534.0,g6771.t2,63.398,2.6e-13,73.9,s15274.t1,31.333,3.42e-13,73.2,ref|XP_312537.5|,34.965,431.538923834914,1460.1,ok,cecidomyiid-like
g16347.t1,0.0,1341.0,g4884.t3,65.517,1.67e-13,74.7,s2179.t1,58.462,1.95e-28,125.0,ref|XP_061518284.1|,30.969,431.09623601631523,1266.3,ok,cecidomyiid-like
g2154.t1,0.0,628.0,g13950.t2,71.596,1.52e-13,70.9,s8668.t1,23.693,8.099999999999999e-89,276.0,ref|XP_061515570.1|,39.294,431.00212272474477,557.1,ok,cecidomyiid-like
g15108.t1,0.0,760.0,g1886.t1,81.96,1.31e-13,72.4,s9922.t1,23.868,10.0,0.0,,,430.8534395270996,687.6,ok,cecidomyiid-like
g17955.t1,0.0,773.0,g6413.t2,96.834,1.28e-13,72.0,s7855.t1,23.607,0.0,528.0,ref|XP_061498769.1|,68.254,430.8302724678181,701.0,ok,cecidomyiid-like
g10333.t1,0.0,603.0,g7904.t2,80.89,1e-13,72.0,s15968.t1,26.744,1.8,31.6,ref|XP_308956.5|,22.807,430.5834123898866,531.0,ok,cecidomyiid-like
g8195.t1,0.0,603.0,g7094.t2,63.043,7.27e-14,73.6,s576.t1,24.313,4.0599999999999997e-45,169.0,ref|XP_061500323.1|,30.137,430.264583588438,529.4,ok,cecidomyiid-like
g3359.t1,0.0,693.0,g10040.t2,58.603,4.62e-14,77.4,s9175.t1,26.667,0.001,44.3,ref|XP_061512436.1|,27.758,429.81122200198615,615.6,ok,cecidomyiid-like
g19582.t1,0.0,995.0,g10054.t2,88.766,3.58e-14,74.7,s2234.t1,32.168,2.32e-12,70.9,ref|XP_061511231.1|,33.333,429.55619009730515,920.3,ok,cecidomyiid-like
g17506.t1,0.0,3246.0,g7027.t2,90.591,2.98e-14,78.6,s4289.t1,33.065,5.2e-15,82.0,ref|XP_061503114.1|,33.871,429.37275059740983,3167.4,ok,cecidomyiid-like
g13243.t1,0.0,668.0,g5.t1,48.42,1.56e-14,77.4,s4591.t1,27.119,2.34e-13,74.7,ref|XP_061518981.1|,31.176,428.72551311815397,590.6,ok,cecidomyiid-like
g9587.t1,0.0,657.0,g10590.t2,51.945,7.28e-15,78.6,s11864.t1,72.0,7.23e-24,109.0,ref|XP_061507877.1|,60.204,427.96337306610707,578.4,ok,cecidomyiid-like
g9587.t2,0.0,654.0,g10590.t2,50.421,7.28e-15,78.6,s11864.t1,72.0,1.57e-39,159.0,ref|XP_061507877.1|,82.143,427.96337306610707,575.4,ok,cecidomyiid-like
g19811.t1,0.0,744.0,g9967.t2,55.96,4.47e-15,79.0,s3050.t1,24.324,5.75e-05,47.8,ref|XP_061512345.1|,35.211,427.47563061252396,665.0,ok,cecidomyiid-like
g15836.t1,0.0,525.0,g1450.t2,67.568,2.77e-15,78.2,s15237.t2,33.206,2.6,31.6,ref|XP_061503644.1|,27.586,426.9970895240977,446.8,ok,cecidomyiid-like
g3259.t1,0.0,629.0,g10210.t1,65.684,1.97e-15,78.2,s5959.t1,23.8,0.33,34.3,ref|XP_320775.3|,32.812,426.65627574664836,550.8,ok,cecidomyiid-like
g18990.t1,0.0,1594.0,g7907.t2,60.158,1.45e-15,82.4,s16011.t1,33.083,1.04e-152,513.0,ref|XP_061512625.1|,62.24,426.349805760331,1511.6,ok,cecidomyiid-like
g18988.t1,0.0,1594.0,g7907.t2,60.158,1.45e-15,82.4,s16011.t1,33.083,1.04e-152,513.0,ref|XP_061512625.1|,62.24,426.349805760331,1511.6,ok,cecidomyiid-like
g18988.t2,0.0,1643.0,g7907.t2,60.692,1.36e-15,82.4,s16011.t1,33.083,2.2499999999999998e-152,513.0,ref|XP_061512625.1|,62.24,426.28572690364643,1560.6,ok,cecidomyiid-like
g18990.t2,0.0,1643.0,g7907.t2,60.692,1.36e-15,82.4,s16011.t1,33.083,2.2499999999999998e-152,513.0,ref|XP_061512625.1|,62.24,426.28572690364643,1560.6,ok,cecidomyiid-like
g15240.t1,0.0,950.0,g4784.t1,87.748,5.49e-16,80.1,s15043.t1,37.736,4.6e-169,492.0,ref|XP_061497085.1|,54.087,425.37858536642585,869.9,ok,cecidomyiid-like
g455.t1,0.0,1093.0,g13179.t1,78.635,5.07e-16,83.2,s6090.t1,40.0,2.65e-78,286.0,ref|XP_061503777.1|,41.791,425.2989979285075,1009.8,ok,cecidomyiid-like
g3880.t1,0.0,649.0,g7190.t2,71.79,3.47e-16,81.3,s12974.t1,28.889,3.87e-08,57.0,ref|XP_061500627.1|,27.076,424.9198117048632,567.7,ok,cecidomyiid-like
g9534.t1,0.0,553.0,g10551.t2,61.091,2.96e-16,82.0,s14732.t1,29.73,4.72e-62,221.0,ref|XP_061507367.1|,38.498,424.7608463792404,471.0,ok,cecidomyiid-like
g3079.t1,0.0,1108.0,g12658.t2,85.849,2.87e-16,83.2,s8076.t1,27.778,1.06e-105,339.0,ref|XP_061511439.1|,38.536,424.72996914067596,1024.8,ok,cecidomyiid-like
g10397.t1,0.0,996.0,g8367.t1,79.937,2.1e-16,83.2,s3967.t1,27.826,0.0,630.0,ref|XP_061519159.1|,53.895,424.4175944556338,912.8,ok,cecidomyiid-like
g10397.t2,0.0,1009.0,g8367.t1,83.361,1.49e-16,83.6,s3967.t1,28.251,0.0,642.0,ref|XP_061519161.1|,56.219,424.0744332308618,925.4,ok,cecidomyiid-like
g2149.t1,0.0,670.0,g13946.t2,85.827,9.89e-17,80.9,s5172.t1,23.358,9.01e-127,371.0,ref|XP_316645.4|,52.432,423.664596163545,589.1,ok,cecidomyiid-like
g9497.t2,0.0,511.0,g8718.t2,71.893,6.81e-17,81.6,s13845.t1,26.141,6.05e-12,67.4,ref|XP_318760.2|,22.041,423.2914641380718,429.4,ok,cecidomyiid-like
g2907.t1,0.0,557.0,g14086.t2,69.211,4.01e-17,83.2,s6882.t2,39.815,1.57e-41,150.0,ref|XP_061506492.1|,29.539,422.76186325922885,473.8,ok,cecidomyiid-like
g9170.t1,0.0,934.0,g10192.t2,77.758,7.57e-18,86.3,s3094.t1,29.091,5.3e-10,62.0,ref|XP_314547.3|,25.949,421.0946799923657,847.7,ok,cecidomyiid-like
g10715.t1,0.0,2515.0,g13512.t2,82.627,5.15e-18,90.1,s5107.t1,33.333,0.0,730.0,ref|XP_061515189.1|,52.288,420.709483639592,2424.9,ok,cecidomyiid-like
g1531.t1,0.0,513.0,g13366.t1,88.768,4.65e-18,83.2,s4679.t1,24.803,1.66e-156,447.0,ref|XP_313691.2|,77.536,420.6073541445156,429.8,check_conservation,cecidomyiid-like
g11859.t1,0.0,623.0,g13946.t2,81.167,4.23e-18,85.1,s5172.t1,24.042,4.25e-131,382.0,ref|XP_316645.4|,53.887,420.5126889179745,537.9,ok,cecidomyiid-like
g14681.t1,0.0,556.0,g10706.t2,62.256,4.06e-18,86.3,s3138.t1,24.697,2.64e-35,140.0,ref|XP_061513434.1|,32.5,420.47166989852997,469.7,ok,cecidomyiid-like
g17924.t1,0.0,1008.0,g12067.t2,61.765,3.01e-18,89.7,s2220.t1,39.759,0.33,35.8,ref|XP_061510530.1|,35.514,420.1724270036771,918.3,ok,cecidomyiid-like
g16705.t2,0.0,705.0,g7175.t1,80.682,2.05e-18,87.0,s9216.t2,24.904,1.3e-171,488.0,ref|XP_308104.6|,66.667,419.7883267180666,618.0,ok,cecidomyiid-like
g16705.t1,0.0,724.0,g7175.t1,81.562,1.55e-18,87.8,s9216.t2,24.904,7.49e-171,488.0,ref|XP_308104.6|,66.667,419.50874185584746,636.2,ok,cecidomyiid-like
g17696.t1,0.0,866.0,g4427.t1,83.172,1.52e-18,89.4,s3833.t1,42.708,6.15e-123,380.0,ref|XP_309177.6|,37.371,419.4891972597745,776.6,ok,cecidomyiid-like
g2227.t1,0.0,679.0,g14200.t4,81.132,1.36e-18,87.4,s15683.t1,37.333,1.82e-10,63.5,ref|XP_061502430.1|,24.164,419.37797162466427,591.6,ok,cecidomyiid-like
g17968.t1,0.0,820.0,g6823.t2,63.478,1.03e-18,89.7,s16399.t1,47.748,2.78e-10,64.3,ref|XP_559658.4|,33.673,419.10004572715786,730.3,ok,cecidomyiid-like
g14082.t1,0.0,783.0,g3632.t1,35.479,9.66e-19,92.4,s576.t1,25.652,2.5500000000000004e-21,102.0,ref|XP_317740.5|,25.105,419.03589548014673,690.6,ok,cecidomyiid-like
g5981.t1,0.0,1018.0,g10192.t2,84.342,9.15e-19,89.4,s3094.t1,32.258,5.94e-11,64.7,ref|XP_314547.3|,27.215,418.9816557112097,928.6,ok,cecidomyiid-like
g6932.t2,0.0,964.0,g8381.t10,88.95,7.07e-19,90.1,s1539.t1,36.158,0.0,737.0,ref|XP_061501686.1|,66.432,418.7237623118308,873.9,ok,cecidomyiid-like
g16203.t3,0.0,560.0,g4617.t2,64.819,5.98e-19,87.8,s13227.t1,23.38,6.11e-58,196.0,ref|XP_061515272.1|,31.472,418.55632239988483,472.2,ok,cecidomyiid-like
g6978.t1,0.0,1203.0,g7159.t4,93.617,5.37e-19,91.3,s8827.t1,23.23,0.0,1073.0,ref|XP_321324.2|,83.577,418.44872974044307,1111.7,check_conservation,cecidomyiid-like
g6932.t1,0.0,994.0,g8381.t13,88.909,5.01e-19,90.5,s1539.t1,33.19,0.0,734.0,ref|XP_061501644.1|,66.146,418.37933774701906,903.5,ok,cecidomyiid-like
g9497.t1,0.0,531.0,g8718.t2,74.474,4.26e-19,88.2,s13845.t1,25.984,3e-13,71.6,ref|XP_319538.2|,30.357,418.2171709922036,442.8,ok,cecidomyiid-like
g17973.t1,0.0,1266.0,g6825.t2,88.889,3.79e-19,92.4,s4051.t1,44.66,0.0,869.0,ref|XP_061497747.1|,61.808,418.1002678510166,1173.6,ok,cecidomyiid-like
g15293.t2,0.0,711.0,g7175.t1,85.68,3.24e-19,89.4,s1829.t1,28.444,9.860000000000001e-179,506.0,ref|XP_308104.6|,68.946,417.94347516172655,621.6,ok,cecidomyiid-like
g13896.t1,0.0,659.0,g4879.t2,96.221,2.9e-19,86.7,s15386.t1,47.126,6.55e-93,283.0,ref|XP_311628.5|,60.351,417.8326125689147,572.3,ok,cecidomyiid-like
g15293.t1,0.0,732.0,g7175.t1,86.364,2.19e-19,91.3,s1829.t1,28.444,9.72e-177,506.0,ref|XP_308104.6|,68.946,417.5518033757507,640.7,ok,cecidomyiid-like
g6978.t2,0.0,1476.0,g7159.t3,92.328,1.44e-19,93.6,s8827.t1,23.23,0.0,1340.0,ref|XP_321324.2|,83.959,417.1325449455102,1382.4,check_conservation,cecidomyiid-like
g4423.t1,0.0,1431.0,g7517.t4,74.644,1.03e-19,94.7,s12170.t1,32.642,5.1599999999999997e-76,273.0,ref|XP_061502703.1|,44.062,416.7974606341638,1336.3,ok,cecidomyiid-like
g8710.t1,0.0,728.0,g7135.t2,57.592,1.02e-19,94.0,s4924.t1,25.113,4.83e-08,57.4,ref|XP_061516767.1|,22.222,416.78770445921845,634.0,ok,cecidomyiid-like
g16817.t1,0.0,1051.0,g4427.t1,71.014,8.81e-20,93.6,s3833.t1,44.792,2.32e-176,520.0,ref|XP_309177.6|,44.737,416.64120417887636,957.4,ok,cecidomyiid-like
g15396.t1,0.0,971.0,g548.t2,80.375,1.66e-20,95.1,s961.t1,25.0,0.004,40.8,ref|XP_312633.5|,27.119,414.9721343412967,875.9,ok,cecidomyiid-like
g3692.t2,0.0,969.0,g6926.t2,87.478,1.62e-20,95.5,s6909.t1,52.5,2.2400000000000002e-73,256.0,ref|XP_061515122.1|,89.922,414.9477428881725,873.5,ok,cecidomyiid-like
g3692.t1,0.0,974.0,g6926.t2,87.826,1.57e-20,95.5,s6909.t1,52.5,2.57e-73,256.0,ref|XP_061515122.1|,89.922,414.9163923582885,878.5,ok,cecidomyiid-like
g2555.t1,0.0,881.0,g13466.t2,91.88,6.4e-21,94.7,s3438.t2,27.835,3.17e-15,78.6,ref|XP_318870.3|,27.313,414.0190296362998,786.3,ok,cecidomyiid-like
g41.t1,0.0,630.0,g731.t2,53.769,6.0100000000000005e-21,96.3,s4186.t1,23.54,3.66e-05,47.4,ref|XP_003436751.1|,39.13,413.9561563944813,533.7,ok,cecidomyiid-like
g2296.t1,0.0,583.0,g12790.t2,62.921,4.7500000000000005e-21,95.1,s5959.t2,25.67,10.0,0.0,,,413.72087626398076,487.9,ok,cecidomyiid-like
g17949.t1,0.0,2208.0,g6416.t2,78.78,4.350000000000001e-21,100.0,s11900.t1,33.721,1.17e-175,573.0,ref|XP_061504186.1|,61.937,413.6329074910348,2108.0,ok,cecidomyiid-like
g9545.t1,0.0,890.0,g3608.t1,33.454,3.850000000000001e-21,100.0,s576.t1,25.263,4.79e-24,110.0,ref|XP_317740.5|,25.721,413.5108047942339,790.0,ok,cecidomyiid-like
g3685.t1,0.0,999.0,g6931.t2,50.703,3.660000000000001e-21,100.0,s15337.t1,28.406,0.001,43.9,ref|XP_061500828.1|,37.705,413.46019479334745,899.0,ok,cecidomyiid-like
g3182.t1,0.0,922.0,g14005.t2,71.498,3.56e-21,97.1,s12658.t1,22.034,7.78e-11,65.5,ref|XP_309753.5|,20.865,413.43249219079814,824.9,ok,cecidomyiid-like
g1101.t1,0.0,1185.0,g7097.t2,91.679,2.29e-21,99.4,s9136.t1,28.934,0.0,566.0,ref|XP_061501236.1|,55.4,412.99128346350034,1085.6,ok,cecidomyiid-like
